solar_field_id,device_id,device_name,date,energy_kwh
SF-001,SF-001-INV-02,Inverter 02,2026-07-24,2548.7
SF-001,SF-001-INV-02,Inverter 02,2026-07-25,2945.5
SF-001,SF-001-INV-02,Inverter 02,2026-07-26,2696.4
SF-001,SF-001-INV-02,Inverter 02,2026-07-27,2765.7
SF-001,SF-001-INV-02,Inverter 02,2026-07-28,2767.2
SF-001,SF-001-INV-02,Inverter 02,2026-07-29,1857.5
SF-001,SF-001-INV-02,Inverter 02,2026-07-30,2827.1
SF-001,SF-001-INV-02,Inverter 02,2026-07-31,2511.1
SF-001,SF-001-INV-03,Inverter 03,2026-07-01,2445.3
SF-001,SF-001-INV-03,Inverter 03,2026-07-02,2672.9
SF-001,SF-001-INV-03,Inverter 03,2026-07-03,2517.8
SF-001,SF-001-INV-03,Inverter 03,2026-07-04,2593.0
SF-001,SF-001-INV-03,Inverter 03,2026-07-05,2554.2
SF-001,SF-001-INV-03,Inverter 03,2026-07-06,2763.5
SF-001,SF-001-INV-03,Inverter 03,2026-07-07,2578.6
SF-001,SF-001-INV-03,Inverter 03,2026-07-08,2705.0
SF-001,SF-001-INV-03,Inverter 03,2026-07-09,2466.1
SF-001,SF-001-INV-03,Inverter 03,2026-07-10,2720.3
SF-001,SF-001-INV-03,Inverter 03,2026-07-11,2595.4
SF-001,SF-001-INV-03,Inverter 03,2026-07-12,2572.9
SF-001,SF-001-INV-03,Inverter 03,2026-07-13,2555.1
SF-001,SF-001-INV-03,Inverter 03,2026-07-14,2687.7
SF-001,SF-001-INV-03,Inverter 03,2026-07-15,2809.1
SF-001,SF-001-INV-03,Inverter 03,2026-07-16,2629.1
SF-001,SF-001-INV-03,Inverter 03,2026-07-17,2779.7
SF-001,SF-001-INV-03,Inverter 03,2026-07-18,2649.3
SF-001,SF-001-INV-03,Inverter 03,2026-07-19,2743.7
SF-001,SF-001-INV-03,Inverter 03,2026-07-20,2797.6
SF-001,SF-001-INV-03,Inverter 03,2026-07-21,2838.0
SF-001,SF-001-INV-03,Inverter 03,2026-07-22,2538.9
SF-001,SF-001-INV-03,Inverter 03,2026-07-23,2699.6
SF-001,SF-001-INV-03,Inverter 03,2026-07-24,2661.4
SF-001,SF-001-INV-03,Inverter 03,2026-07-25,3012.3
SF-001,SF-001-INV-03,Inverter 03,2026-07-26,2790.2
SF-001,SF-001-INV-03,Inverter 03,2026-07-27,2838.4
SF-001,SF-001-INV-03,Inverter 03,2026-07-28,2825.9
SF-001,SF-001-INV-03,Inverter 03,2026-07-29,1907.4
SF-001,SF-001-INV-03,Inverter 03,2026-07-30,2895.6
SF-001,SF-001-INV-03,Inverter 03,2026-07-31,2587.3
SF-001,SF-001-INV-04,Inverter 04,2026-07-01,2398.5
SF-001,SF-001-INV-04,Inverter 04,2026-07-02,2646.2
SF-001,SF-001-INV-04,Inverter 04,2026-07-03,2472.4
SF-001,SF-001-INV-04,Inverter 04,2026-07-04,2545.1
SF-001,SF-001-INV-04,Inverter 04,2026-07-05,2532.5
SF-001,SF-001-INV-04,Inverter 04,2026-07-06,2740.9
SF-001,SF-001-INV-04,Inverter 04,2026-07-07,2544.9
SF-001,SF-001-INV-04,Inverter 04,2026-07-08,2658.4
SF-001,SF-001-INV-04,Inverter 04,2026-07-09,2417.9
SF-001,SF-001-INV-04,Inverter 04,2026-07-10,2669.2
SF-001,SF-001-INV-04,Inverter 04,2026-07-11,2562.0
SF-001,SF-001-INV-04,Inverter 04,2026-07-12,2533.3
SF-001,SF-001-INV-04,Inverter 04,2026-07-13,2511.3
SF-001,SF-001-INV-04,Inverter 04,2026-07-14,2633.1
SF-001,SF-001-INV-04,Inverter 04,2026-07-15,2783.6
SF-001,SF-001-INV-04,Inverter 04,2026-07-16,2575.1
SF-001,SF-001-INV-04,Inverter 04,2026-07-17,2744.1
SF-001,SF-001-INV-04,Inverter 04,2026-07-18,2594.5
SF-001,SF-001-INV-04,Inverter 04,2026-07-19,2699.1
SF-001,SF-001-INV-04,Inverter 04,2026-07-20,2744.5
SF-001,SF-001-INV-04,Inverter 04,2026-07-21,2797.0
SF-001,SF-001-INV-04,Inverter 04,2026-07-22,2501.3
SF-001,SF-001-INV-04,Inverter 04,2026-07-23,2649.6
SF-001,SF-001-INV-04,Inverter 04,2026-07-24,2579.5
SF-001,SF-001-INV-04,Inverter 04,2026-07-25,2974.2
SF-001,SF-001-INV-04,Inverter 04,2026-07-26,2745.5
SF-001,SF-001-INV-04,Inverter 04,2026-07-27,2805.1
SF-001,SF-001-INV-04,Inverter 04,2026-07-28,2793.0
SF-001,SF-001-INV-04,Inverter 04,2026-07-29,1877.8
SF-001,SF-001-INV-04,Inverter 04,2026-07-30,2860.7
SF-001,SF-001-INV-04,Inverter 04,2026-07-31,2531.8
SF-001,SF-001-INV-05,Inverter 05,2026-07-01,1666.8
SF-001,SF-001-INV-05,Inverter 05,2026-07-02,1813.0
SF-001,SF-001-INV-05,Inverter 05,2026-07-03,1700.9
SF-001,SF-001-INV-05,Inverter 05,2026-07-04,1746.9
SF-001,SF-001-INV-05,Inverter 05,2026-07-05,1734.2
SF-001,SF-001-INV-05,Inverter 05,2026-07-06,1874.1
SF-001,SF-001-INV-05,Inverter 05,2026-07-07,1737.6
SF-001,SF-001-INV-05,Inverter 05,2026-07-08,1839.2
SF-001,SF-001-INV-05,Inverter 05,2026-07-09,1663.2
SF-001,SF-001-INV-05,Inverter 05,2026-07-10,1848.0
SF-001,SF-001-INV-05,Inverter 05,2026-07-11,1768.9
SF-001,SF-001-INV-05,Inverter 05,2026-07-12,1748.4
SF-001,SF-001-INV-05,Inverter 05,2026-07-13,1718.2
SF-001,SF-001-INV-05,Inverter 05,2026-07-14,1828.3
SF-001,SF-001-INV-05,Inverter 05,2026-07-15,1901.8
SF-001,SF-001-INV-05,Inverter 05,2026-07-16,1785.7
SF-001,SF-001-INV-05,Inverter 05,2026-07-17,1870.6
SF-001,SF-001-INV-05,Inverter 05,2026-07-18,1783.1
SF-001,SF-001-INV-05,Inverter 05,2026-07-19,1842.1
SF-001,SF-001-INV-05,Inverter 05,2026-07-20,1887.2
SF-001,SF-001-INV-05,Inverter 05,2026-07-21,1934.8
SF-001,SF-001-INV-05,Inverter 05,2026-07-22,1701.0
SF-001,SF-001-INV-05,Inverter 05,2026-07-23,1819.2
SF-001,SF-001-INV-05,Inverter 05,2026-07-24,1757.9
SF-001,SF-001-INV-05,Inverter 05,2026-07-25,2038.7
SF-001,SF-001-INV-05,Inverter 05,2026-07-26,1881.8
SF-001,SF-001-INV-05,Inverter 05,2026-07-27,1918.3
SF-001,SF-001-INV-05,Inverter 05,2026-07-28,1919.4
SF-001,SF-001-INV-05,Inverter 05,2026-07-29,1291.4
SF-001,SF-001-INV-05,Inverter 05,2026-07-30,1950.9
SF-001,SF-001-INV-05,Inverter 05,2026-07-31,1730.7
SF-001,SF-001-INV-06,Inverter 06,2026-07-01,2374.6
SF-001,SF-001-INV-06,Inverter 06,2026-07-02,2599.3
SF-001,SF-001-INV-06,Inverter 06,2026-07-03,2455.2
SF-001,SF-001-INV-06,Inverter 06,2026-07-04,2495.5
SF-001,SF-001-INV-06,Inverter 06,2026-07-05,2492.4
SF-001,SF-001-INV-06,Inverter 06,2026-07-06,2717.9
SF-001,SF-001-INV-06,Inverter 06,2026-07-07,2498.0
SF-001,SF-001-INV-06,Inverter 06,2026-07-08,2633.8
SF-001,SF-001-INV-06,Inverter 06,2026-07-09,2398.6
SF-001,SF-001-INV-06,Inverter 06,2026-07-10,2658.5
SF-001,SF-001-INV-06,Inverter 06,2026-07-11,2521.0
SF-001,SF-001-INV-06,Inverter 06,2026-07-12,2514.4
SF-001,SF-001-INV-06,Inverter 06,2026-07-13,2465.0
SF-001,SF-001-INV-06,Inverter 06,2026-07-14,2602.3
SF-001,SF-001-INV-06,Inverter 06,2026-07-15,2722.5
SF-001,SF-001-INV-06,Inverter 06,2026-07-16,2559.5
SF-001,SF-001-INV-06,Inverter 06,2026-07-17,2711.4
SF-001,SF-001-INV-06,Inverter 06,2026-07-18,2561.1
SF-001,SF-001-INV-06,Inverter 06,2026-07-19,2670.6
SF-001,SF-001-INV-06,Inverter 06,2026-07-20,2718.3
SF-001,SF-001-INV-06,Inverter 06,2026-07-21,2763.0
SF-001,SF-001-INV-06,Inverter 06,2026-07-22,2457.0
SF-001,SF-001-INV-06,Inverter 06,2026-07-23,2626.4
SF-001,SF-001-INV-06,Inverter 06,2026-07-24,2542.3
SF-001,SF-001-INV-06,Inverter 06,2026-07-25,2928.3
SF-001,SF-001-INV-06,Inverter 06,2026-07-26,2704.1
SF-001,SF-001-INV-06,Inverter 06,2026-07-27,2753.4
SF-001,SF-001-INV-06,Inverter 06,2026-07-28,2749.4
SF-001,SF-001-INV-06,Inverter 06,2026-07-29,1849.6
SF-001,SF-001-INV-06,Inverter 06,2026-07-30,2795.6
SF-001,SF-001-INV-06,Inverter 06,2026-07-31,2501.6
SF-001,SF-001-INV-07,Inverter 07,2026-07-01,2334.4
SF-001,SF-001-INV-07,Inverter 07,2026-07-02,2562.5
SF-001,SF-001-INV-07,Inverter 07,2026-07-03,2434.4
SF-001,SF-001-INV-07,Inverter 07,2026-07-04,2480.5
SF-001,SF-001-INV-07,Inverter 07,2026-07-05,2462.3
SF-001,SF-001-INV-07,Inverter 07,2026-07-06,2669.9
SF-001,SF-001-INV-07,Inverter 07,2026-07-07,2473.0
SF-001,SF-001-INV-07,Inverter 07,2026-07-08,2616.5
SF-001,SF-001-INV-07,Inverter 07,2026-07-09,2381.5
SF-001,SF-001-INV-07,Inverter 07,2026-07-10,2611.4
SF-001,SF-001-INV-07,Inverter 07,2026-07-11,2502.4
SF-001,SF-001-INV-07,Inverter 07,2026-07-12,2490.4
SF-001,SF-001-INV-07,Inverter 07,2026-07-13,2454.2
SF-001,SF-001-INV-07,Inverter 07,2026-07-14,2586.8
SF-001,SF-001-INV-07,Inverter 07,2026-07-15,2704.5
SF-001,SF-001-INV-07,Inverter 07,2026-07-16,2520.8
SF-001,SF-001-INV-07,Inverter 07,2026-07-17,2672.9
SF-001,SF-001-INV-07,Inverter 07,2026-07-18,2541.9
SF-001,SF-001-INV-07,Inverter 07,2026-07-19,2635.9
SF-001,SF-001-INV-07,Inverter 07,2026-07-20,2678.1
SF-001,SF-001-INV-07,Inverter 07,2026-07-21,2723.1
SF-001,SF-001-INV-07,Inverter 07,2026-07-22,2428.7
SF-001,SF-001-INV-07,Inverter 07,2026-07-23,2598.9
SF-001,SF-001-INV-07,Inverter 07,2026-07-24,2530.0
SF-001,SF-001-INV-07,Inverter 07,2026-07-25,2892.3
SF-001,SF-001-INV-07,Inverter 07,2026-07-26,2659.0
SF-001,SF-001-INV-07,Inverter 07,2026-07-27,2721.5
SF-001,SF-001-INV-07,Inverter 07,2026-07-28,2720.4
SF-001,SF-001-INV-07,Inverter 07,2026-07-29,1830.7
SF-001,SF-001-INV-07,Inverter 07,2026-07-30,2800.3
SF-001,SF-001-INV-07,Inverter 07,2026-07-31,2474.6
SF-001,SF-001-INV-08,Inverter 08,2026-07-01,2484.1
SF-001,SF-001-INV-08,Inverter 08,2026-07-02,2732.3
SF-001,SF-001-INV-08,Inverter 08,2026-07-03,2572.2
SF-001,SF-001-INV-08,Inverter 08,2026-07-04,2627.3
SF-001,SF-001-INV-08,Inverter 08,2026-07-05,2615.1
SF-001,SF-001-INV-08,Inverter 08,2026-07-06,2838.0
SF-001,SF-001-INV-08,Inverter 08,2026-07-07,2614.1
SF-001,SF-001-INV-08,Inverter 08,2026-07-08,2765.0
SF-001,SF-001-INV-08,Inverter 08,2026-07-09,2501.3
SF-001,SF-001-INV-08,Inverter 08,2026-07-10,2761.6
SF-001,SF-001-INV-08,Inverter 08,2026-07-11,2642.4
SF-001,SF-001-INV-08,Inverter 08,2026-07-12,2626.9
SF-001,SF-001-INV-08,Inverter 08,2026-07-13,2591.9
SF-001,SF-001-INV-08,Inverter 08,2026-07-14,2716.5
SF-001,SF-001-INV-08,Inverter 08,2026-07-15,2875.1
SF-001,SF-001-INV-08,Inverter 08,2026-07-16,2671.0
SF-001,SF-001-INV-08,Inverter 08,2026-07-17,2823.2
SF-001,SF-001-INV-08,Inverter 08,2026-07-18,2666.4
SF-001,SF-001-INV-08,Inverter 08,2026-07-19,2799.3
SF-001,SF-001-INV-08,Inverter 08,2026-07-20,2851.3
SF-001,SF-001-INV-08,Inverter 08,2026-07-21,2872.1
SF-001,SF-001-INV-08,Inverter 08,2026-07-22,2567.1
SF-001,SF-001-INV-08,Inverter 08,2026-07-23,2740.7
SF-001,SF-001-INV-08,Inverter 08,2026-07-24,2655.3
SF-001,SF-001-INV-08,Inverter 08,2026-07-25,3075.6
SF-001,SF-001-INV-08,Inverter 08,2026-07-26,2820.4
SF-001,SF-001-INV-08,Inverter 08,2026-07-27,2899.5
SF-001,SF-001-INV-08,Inverter 08,2026-07-28,2900.3
SF-001,SF-001-INV-08,Inverter 08,2026-07-29,1938.8
SF-001,SF-001-INV-08,Inverter 08,2026-07-30,2943.8
SF-001,SF-001-INV-08,Inverter 08,2026-07-31,2597.4
SF-002,SF-002-INV-01,Inverter 01,2026-07-01,2763.4
SF-002,SF-002-INV-01,Inverter 01,2026-07-02,2464.5
SF-002,SF-002-INV-01,Inverter 01,2026-07-03,2786.5
SF-002,SF-002-INV-01,Inverter 01,2026-07-04,2617.6
SF-002,SF-002-INV-01,Inverter 01,2026-07-05,2725.9
SF-002,SF-002-INV-01,Inverter 01,2026-07-06,2683.2
SF-002,SF-002-INV-01,Inverter 01,2026-07-07,2862.8
SF-002,SF-002-INV-01,Inverter 01,2026-07-08,2604.8
SF-002,SF-002-INV-01,Inverter 01,2026-07-09,2579.5
SF-002,SF-002-INV-01,Inverter 01,2026-07-10,2559.8
SF-002,SF-002-INV-01,Inverter 01,2026-07-11,2682.9
SF-002,SF-002-INV-01,Inverter 01,2026-07-12,2627.2
SF-002,SF-002-INV-01,Inverter 01,2026-07-13,2661.3
SF-002,SF-002-INV-01,Inverter 01,2026-07-14,2763.1
SF-002,SF-002-INV-01,Inverter 01,2026-07-15,2800.4
SF-002,SF-002-INV-01,Inverter 01,2026-07-16,2526.4
SF-002,SF-002-INV-01,Inverter 01,2026-07-17,2751.1
SF-002,SF-002-INV-01,Inverter 01,2026-07-18,2660.4
SF-002,SF-002-INV-01,Inverter 01,2026-07-19,2814.5
SF-002,SF-002-INV-01,Inverter 01,2026-07-20,2577.5
SF-002,SF-002-INV-01,Inverter 01,2026-07-21,2707.2
SF-002,SF-002-INV-01,Inverter 01,2026-07-22,2832.7
SF-002,SF-002-INV-01,Inverter 01,2026-07-23,2728.2
SF-002,SF-002-INV-01,Inverter 01,2026-07-24,2792.8
SF-002,SF-002-INV-01,Inverter 01,2026-07-25,2720.9
SF-002,SF-002-INV-01,Inverter 01,2026-07-26,2880.9
SF-002,SF-002-INV-01,Inverter 01,2026-07-27,2922.5
SF-002,SF-002-INV-01,Inverter 01,2026-07-28,3066.1
SF-002,SF-002-INV-01,Inverter 01,2026-07-29,2811.1
SF-002,SF-002-INV-01,Inverter 01,2026-07-30,2755.7
SF-002,SF-002-INV-01,Inverter 01,2026-07-31,2709.5
SF-002,SF-002-INV-02,Inverter 02,2026-07-01,2554.4
SF-002,SF-002-INV-02,Inverter 02,2026-07-02,2276.5
SF-002,SF-002-INV-02,Inverter 02,2026-07-03,2581.0
SF-002,SF-002-INV-02,Inverter 02,2026-07-04,2420.1
SF-002,SF-002-INV-02,Inverter 02,2026-07-05,2534.6
SF-002,SF-002-INV-02,Inverter 02,2026-07-06,2496.4
SF-002,SF-002-INV-02,Inverter 02,2026-07-07,2664.7
SF-002,SF-002-INV-02,Inverter 02,2026-07-08,2416.6
SF-002,SF-002-INV-02,Inverter 02,2026-07-09,2413.4
SF-002,SF-002-INV-02,Inverter 02,2026-07-10,2385.4
SF-002,SF-002-INV-02,Inverter 02,2026-07-11,2517.8
SF-002,SF-002-INV-02,Inverter 02,2026-07-12,2460.1
SF-002,SF-002-INV-02,Inverter 02,2026-07-13,2464.9
SF-002,SF-002-INV-02,Inverter 02,2026-07-14,2553.8
SF-002,SF-002-INV-02,Inverter 02,2026-07-15,2583.6
SF-002,SF-002-INV-02,Inverter 02,2026-07-16,2342.0
SF-002,SF-002-INV-02,Inverter 02,2026-07-17,2572.2
SF-002,SF-002-INV-02,Inverter 02,2026-07-18,2476.9
SF-002,SF-002-INV-02,Inverter 02,2026-07-19,2609.9
SF-002,SF-002-INV-02,Inverter 02,2026-07-20,2374.5
SF-002,SF-002-INV-02,Inverter 02,2026-07-21,2501.1
SF-002,SF-002-INV-02,Inverter 02,2026-07-22,2638.5
SF-002,SF-002-INV-02,Inverter 02,2026-07-23,2528.8
SF-002,SF-002-INV-02,Inverter 02,2026-07-24,2587.3
SF-002,SF-002-INV-02,Inverter 02,2026-07-25,2497.3
SF-002,SF-002-INV-02,Inverter 02,2026-07-26,2647.7
SF-002,SF-002-INV-02,Inverter 02,2026-07-27,2702.6
SF-002,SF-002-INV-02,Inverter 02,2026-07-28,2853.0
SF-002,SF-002-INV-02,Inverter 02,2026-07-29,2611.1
SF-002,SF-002-INV-02,Inverter 02,2026-07-30,2546.9
SF-002,SF-002-INV-02,Inverter 02,2026-07-31,2515.1
SF-002,SF-002-INV-03,Inverter 03,2026-07-01,2684.1
SF-002,SF-002-INV-03,Inverter 03,2026-07-02,2381.4
SF-002,SF-002-INV-03,Inverter 03,2026-07-03,2711.8
SF-002,SF-002-INV-03,Inverter 03,2026-07-04,2525.5
SF-002,SF-002-INV-03,Inverter 03,2026-07-05,2654.3
SF-002,SF-002-INV-03,Inverter 03,2026-07-06,2610.0
SF-002,SF-002-INV-03,Inverter 03,2026-07-07,2774.7
SF-002,SF-002-INV-03,Inverter 03,2026-07-08,2546.5
SF-002,SF-002-INV-03,Inverter 03,2026-07-09,2520.1
SF-002,SF-002-INV-03,Inverter 03,2026-07-10,2490.8
SF-002,SF-002-INV-03,Inverter 03,2026-07-11,2627.9
SF-002,SF-002-INV-03,Inverter 03,2026-07-12,2550.6
SF-002,SF-002-INV-03,Inverter 03,2026-07-13,2595.3
SF-002,SF-002-INV-03,Inverter 03,2026-07-14,2684.5
SF-002,SF-002-INV-03,Inverter 03,2026-07-15,2694.5
SF-002,SF-002-INV-03,Inverter 03,2026-07-16,2451.4
SF-002,SF-002-INV-03,Inverter 03,2026-07-17,2664.0
SF-002,SF-002-INV-03,Inverter 03,2026-07-18,2560.0
SF-002,SF-002-INV-03,Inverter 03,2026-07-19,2724.5
SF-002,SF-002-INV-03,Inverter 03,2026-07-20,2501.9
SF-002,SF-002-INV-03,Inverter 03,2026-07-21,2611.1
SF-002,SF-002-INV-03,Inverter 03,2026-07-22,2758.1
SF-002,SF-002-INV-03,Inverter 03,2026-07-23,2644.6
SF-002,SF-002-INV-03,Inverter 03,2026-07-24,2709.4
SF-002,SF-002-INV-03,Inverter 03,2026-07-25,2639.4
SF-002,SF-002-INV-03,Inverter 03,2026-07-26,2785.3
SF-002,SF-002-INV-03,Inverter 03,2026-07-27,2835.9
SF-002,SF-002-INV-03,Inverter 03,2026-07-28,2984.3
SF-002,SF-002-INV-03,Inverter 03,2026-07-29,2742.5
SF-002,SF-002-INV-03,Inverter 03,2026-07-30,2688.7
SF-002,SF-002-INV-03,Inverter 03,2026-07-31,2627.4
SF-002,SF-002-INV-04,Inverter 04,2026-07-01,2498.5
SF-002,SF-002-INV-04,Inverter 04,2026-07-02,2237.2
SF-002,SF-002-INV-04,Inverter 04,2026-07-03,2547.1
SF-002,SF-002-INV-04,Inverter 04,2026-07-04,2344.0
SF-002,SF-002-INV-04,Inverter 04,2026-07-05,2466.9
SF-002,SF-002-INV-04,Inverter 04,2026-07-06,2444.3
SF-002,SF-002-INV-04,Inverter 04,2026-07-07,2597.0
SF-002,SF-002-INV-04,Inverter 04,2026-07-08,2388.1
SF-002,SF-002-INV-04,Inverter 04,2026-07-09,2343.8
SF-002,SF-002-INV-04,Inverter 04,2026-07-10,2318.1
SF-002,SF-002-INV-04,Inverter 04,2026-07-11,2430.7
SF-002,SF-002-INV-04,Inverter 04,2026-07-12,2390.4
SF-002,SF-002-INV-04,Inverter 04,2026-07-13,2400.2
SF-002,SF-002-INV-04,Inverter 04,2026-07-14,2507.1
SF-002,SF-002-INV-04,Inverter 04,2026-07-15,2527.9
SF-002,SF-002-INV-04,Inverter 04,2026-07-16,2280.1
SF-002,SF-002-INV-04,Inverter 04,2026-07-17,2512.4
SF-002,SF-002-INV-04,Inverter 04,2026-07-18,2395.6
SF-002,SF-002-INV-04,Inverter 04,2026-07-19,2550.4
SF-002,SF-002-INV-04,Inverter 04,2026-07-20,2304.5
SF-002,SF-002-INV-04,Inverter 04,2026-07-21,2436.3
SF-002,SF-002-INV-04,Inverter 04,2026-07-22,2576.0
SF-002,SF-002-INV-04,Inverter 04,2026-07-23,2474.5
SF-002,SF-002-INV-04,Inverter 04,2026-07-24,2542.6
SF-002,SF-002-INV-04,Inverter 04,2026-07-25,2444.3
SF-002,SF-002-INV-04,Inverter 04,2026-07-26,2591.5
SF-002,SF-002-INV-04,Inverter 04,2026-07-27,2657.7
SF-002,SF-002-INV-04,Inverter 04,2026-07-28,2784.0
SF-002,SF-002-INV-04,Inverter 04,2026-07-29,2560.5
SF-002,SF-002-INV-04,Inverter 04,2026-07-30,2500.2
SF-002,SF-002-INV-04,Inverter 04,2026-07-31,2472.1
SF-002,SF-002-INV-05,Inverter 05,2026-07-01,2664.0
SF-002,SF-002-INV-05,Inverter 05,2026-07-02,2376.3
SF-002,SF-002-INV-05,Inverter 05,2026-07-03,2698.9
SF-002,SF-002-INV-05,Inverter 05,2026-07-04,2519.0
SF-002,SF-002-INV-05,Inverter 05,2026-07-05,2649.6
SF-002,SF-002-INV-05,Inverter 05,2026-07-06,2611.0
SF-002,SF-002-INV-05,Inverter 05,2026-07-07,2754.8
SF-002,SF-002-INV-05,Inverter 05,2026-07-08,2523.4
SF-002,SF-002-INV-05,Inverter 05,2026-07-09,2509.3
SF-002,SF-002-INV-05,Inverter 05,2026-07-10,2488.4
SF-002,SF-002-INV-05,Inverter 05,2026-07-11,2595.8
SF-002,SF-002-INV-05,Inverter 05,2026-07-12,2559.1
SF-002,SF-002-INV-05,Inverter 05,2026-07-13,2559.7
SF-002,SF-002-INV-05,Inverter 05,2026-07-14,2681.7
SF-002,SF-002-INV-05,Inverter 05,2026-07-15,2706.5
SF-002,SF-002-INV-05,Inverter 05,2026-07-16,2443.3
SF-002,SF-002-INV-05,Inverter 05,2026-07-17,2676.8
SF-002,SF-002-INV-05,Inverter 05,2026-07-18,2557.7
SF-002,SF-002-INV-05,Inverter 05,2026-07-19,2725.6
SF-002,SF-002-INV-05,Inverter 05,2026-07-20,2486.3
SF-002,SF-002-INV-05,Inverter 05,2026-07-21,2604.1
SF-002,SF-002-INV-05,Inverter 05,2026-07-22,2730.3
SF-002,SF-002-INV-05,Inverter 05,2026-07-23,2655.4
SF-002,SF-002-INV-05,Inverter 05,2026-07-24,2698.7
SF-002,SF-002-INV-05,Inverter 05,2026-07-25,2598.6
SF-002,SF-002-INV-05,Inverter 05,2026-07-26,2775.8
SF-002,SF-002-INV-05,Inverter 05,2026-07-27,2834.2
SF-002,SF-002-INV-05,Inverter 05,2026-07-28,2970.9
SF-002,SF-002-INV-05,Inverter 05,2026-07-29,2741.6
SF-002,SF-002-INV-05,Inverter 05,2026-07-30,2650.1
SF-002,SF-002-INV-05,Inverter 05,2026-07-31,2618.1
SF-003,SF-003-INV-01,Inverter 01,2026-07-01,2170.1
SF-003,SF-003-INV-01,Inverter 01,2026-07-02,2312.0
SF-003,SF-003-INV-01,Inverter 01,2026-07-03,2379.5
SF-003,SF-003-INV-01,Inverter 01,2026-07-04,2272.6
SF-003,SF-003-INV-01,Inverter 01,2026-07-05,2229.9
SF-003,SF-003-INV-01,Inverter 01,2026-07-06,2503.0
SF-003,SF-003-INV-01,Inverter 01,2026-07-07,2146.2
